# Weather station New York / Central Park (AWS), USA, METAR=KNYC,selection from 01.05.2018 till 01.06.2018, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/metar.php?metar=KNYC&lang=en
#
"Local time in New York / Central Park (AWS)";"T";"P0";"P";"U";"DD";"Ff";"ff10";"WW";"W'W'";"c";"VV";"Td";
"27.05.2018 00:51";"26.0";"756.6";"759.5";"65";"variable wind direction";"2";"";"";"";"No clouds";"16.0";"19.0";
"26.05.2018 23:51";"26.0";"756.3";"759.2";"61";"Calm, no wind";"0";"";"";"";"No clouds";"16.0";"18.0";
"26.05.2018 22:51";"27.0";"756.4";"759.2";"58";"Calm, no wind";"0";"";"";"";"No clouds";"16.0";"18.0";
"26.05.2018 21:51";"26.0";"756.1";"759.0";"65";"Calm, no wind";"0";"";"";"";"No clouds";"14.4";"19.0";
"26.05.2018 20:51";"27.0";"755.4";"758.2";"62";"Calm, no wind";"0";"";"";"";"No clouds";"16.0";"19.0";
"26.05.2018 19:51";"27.0";"755.1";"757.9";"62";"Calm, no wind";"0";"";"";"";"No clouds";"14.4";"19.0";
"26.05.2018 18:51";"29.0";"754.6";"757.4";"55";"Calm, no wind";"0";"";"";"";"Scattered clouds (40-50%) 2100 m";"14.4";"19.0";
"26.05.2018 17:51";"31.0";"754.1";"756.9";"49";"Calm, no wind";"0";"";"";"";"No clouds";"16.0";"19.0";
"26.05.2018 16:51";"29.0";"754.1";"756.9";"58";"variable wind direction";"2";"";"";"";"No clouds";"16.0";"20.0";
"26.05.2018 15:51";"31.0";"754.1";"756.9";"46";"Wind blowing from the west";"2";"";"";"";"Few clouds (10-30%) 1950 m";"16.0";"18.0";
"26.05.2018 14:51";"31.0";"754.4";"757.2";"43";"variable wind direction";"2";"";"";"";"Scattered clouds (40-50%) 1950 m, scattered clouds (40-50%) 2400 m";"16.0";"17.0";
"26.05.2018 13:51";"32.0";"754.4";"757.2";"43";"Calm, no wind";"0";"";"";"";"Broken clouds (60-90%) 1800 m";"16.0";"18.0";
"26.05.2018 12:51";"31.0";"754.6";"757.4";"55";"Calm, no wind";"0";"";"";"";"No clouds";"14.4";"21.0";
"26.05.2018 11:51";"29.0";"755.1";"757.9";"55";"Calm, no wind";"0";"";"";"";"Scattered clouds (40-50%) 1800 m";"16.0";"19.0";
"26.05.2018 10:51";"28.0";"755.4";"758.2";"58";"variable wind direction";"2";"";"";"";"No clouds";"14.4";"19.0";
"26.05.2018 09:51";"27.0";"755.4";"758.2";"62";"Calm, no wind";"0";"";"";"";"No clouds";"14.4";"19.0";
"26.05.2018 08:51";"24.0";"755.5";"758.4";"74";"Calm, no wind";"0";"";"";"";"No clouds";"14.4";"19.0";
"26.05.2018 07:51";"23.0";"755.3";"758.2";"74";"variable wind direction";"2";"";"";"";"No clouds";"14.4";"18.0";
"26.05.2018 06:51";"23.0";"755.3";"758.2";"74";"";"";"";"";"";"No clouds";"14.4";"18.0";
"26.05.2018 05:51";"23.0";"755.3";"758.2";"74";"variable wind direction";"2";"";"";"";"No clouds";"14.4";"18.0";
"26.05.2018 04:51";"23.0";"755.0";"757.9";"74";"";"";"";"";"";"No clouds";"16.0";"18.0";
"26.05.2018 03:51";"23.0";"755.3";"758.2";"74";"variable wind direction";"3";"8";"";"";"No clouds";"16.0";"18.0";
"26.05.2018 02:51";"23.0";"755.3";"758.2";"74";"variable wind direction";"3";"";"";"";"No clouds";"16.0";"18.0";
"26.05.2018 01:51";"24.0";"755.5";"758.4";"69";"variable wind direction";"2";"";"";"";"No clouds";"16.0";"18.0";
"26.05.2018 00:51";"24.0";"755.8";"758.7";"65";"variable wind direction";"3";"";"";"";"No clouds";"16.0";"17.0";
"25.05.2018 23:51";"26.0";"755.8";"758.7";"54";"";"";"";"";"";"No clouds";"16.0";"16.0";
"25.05.2018 22:51";"26.0";"755.8";"758.7";"51";"Wind blowing from the west";"4";"8";"";"";"No clouds";"16.0";"15.0";
"25.05.2018 21:51";"26.0";"755.8";"758.7";"51";"variable wind direction";"3";"";"";"";"No clouds";"16.0";"15.0";
"25.05.2018 20:51";"27.0";"755.6";"758.4";"51";"";"";"";"";"";"No clouds";"16.0";"16.0";
"25.05.2018 19:51";"28.0";"755.6";"758.4";"40";"variable wind direction";"2";"";"";"";"No clouds";"16.0";"13.0";
"25.05.2018 18:51";"29.0";"755.4";"758.2";"35";"";"";"";"";"";"No clouds";"16.0";"12.0";
"25.05.2018 17:51";"29.0";"755.6";"758.4";"35";"variable wind direction";"3";"";"";"";"No clouds";"16.0";"12.0";
"25.05.2018 16:51";"29.0";"756.2";"759.0";"40";"variable wind direction";"3";"";"";"";"No clouds";"16.0";"14.0";
"25.05.2018 15:51";"29.0";"756.7";"759.5";"33";"";"";"";"";"";"No clouds";"14.4";"11.0";
"25.05.2018 14:51";"29.0";"757.4";"760.2";"33";"";"";"";"";"";"No clouds";"16.0";"11.0";
"25.05.2018 13:51";"29.0";"757.7";"760.5";"29";"Wind blowing from the south-southwest";"2";"";"";"";"No clouds";"16.0";"9.0";
"25.05.2018 12:51";"29.0";"758.4";"761.2";"29";"variable wind direction";"2";"7";"";"";"No clouds";"16.0";"9.0";
"25.05.2018 11:51";"28.0";"759.2";"762.0";"35";"variable wind direction";"3";"8";"";"";"No clouds";"14.4";"11.0";
"25.05.2018 10:51";"26.0";"759.4";"762.3";"42";"";"";"";"";"";"No clouds";"16.0";"12.0";
"25.05.2018 09:51";"24.0";"760.1";"763.0";"47";"variable wind direction";"3";"";"";"";"No clouds";"16.0";"12.0";
"25.05.2018 08:51";"22.0";"760.6";"763.5";"50";"";"";"";"";"";"No clouds";"16.0";"11.0";
"25.05.2018 07:51";"20.0";"760.9";"763.8";"56";"Wind blowing from the west-southwest";"2";"";"";"";"No clouds";"16.0";"11.0";
"25.05.2018 06:51";"19.0";"761.1";"764.0";"60";"variable wind direction";"2";"";"";"";"No clouds";"16.0";"11.0";
"25.05.2018 05:51";"19.0";"761.1";"764.0";"60";"Wind blowing from the west";"2";"";"";"";"No clouds";"16.0";"11.0";
"25.05.2018 04:51";"19.0";"760.9";"763.8";"60";"variable wind direction";"2";"";"";"";"No clouds";"16.0";"11.0";
"25.05.2018 03:51";"19.0";"761.1";"764.0";"60";"variable wind direction";"3";"";"";"";"No clouds";"16.0";"11.0";
"25.05.2018 02:51";"19.0";"761.4";"764.3";"52";"Wind blowing from the west";"2";"";"";"";"No clouds";"16.0";"9.0";
"25.05.2018 01:51";"21.0";"761.6";"764.5";"46";"variable wind direction";"3";"";"";"";"No clouds";"16.0";"9.0";
"25.05.2018 00:51";"21.0";"761.9";"764.8";"46";"Wind blowing from the west-southwest";"2";"";"";"";"No clouds";"16.0";"9.0";
"24.05.2018 23:51";"21.0";"761.9";"764.8";"43";"Wind blowing from the west-southwest";"4";"";"";"";"No clouds";"16.0";"8.0";
"24.05.2018 22:51";"21.0";"761.9";"764.8";"43";"";"";"";"";"";"No clouds";"16.0";"8.0";
"24.05.2018 21:51";"22.0";"761.9";"764.8";"36";"variable wind direction";"3";"";"";"";"No clouds";"16.0";"6.0";
"24.05.2018 20:51";"23.0";"761.6";"764.5";"38";"variable wind direction";"2";"";"";"";"No clouds";"16.0";"8.0";
"24.05.2018 19:51";"23.0";"761.4";"764.3";"36";"variable wind direction";"2";"";"";"";"No clouds";"16.0";"7.0";
"24.05.2018 18:51";"24.0";"761.4";"764.3";"34";"variable wind direction";"2";"";"";"";"No clouds";"16.0";"7.0";
"24.05.2018 17:51";"27.0";"761.1";"764.0";"28";"Calm, no wind";"0";"";"";"";"No clouds";"16.0";"7.0";
"24.05.2018 16:51";"27.0";"761.6";"764.5";"26";"variable wind direction";"2";"";"";"";"No clouds";"16.0";"6.0";
"24.05.2018 15:51";"28.0";"761.9";"764.8";"26";"Calm, no wind";"0";"";"";"";"No clouds";"16.0";"7.0";
"24.05.2018 14:51";"27.0";"762.4";"765.3";"28";"Calm, no wind";"0";"";"";"";"No clouds";"16.0";"7.0";
"24.05.2018 13:51";"28.0";"762.7";"765.6";"20";"Calm, no wind";"0";"";"";"";"No clouds";"16.0";"3.0";
"24.05.2018 12:51";"27.0";"763.2";"766.1";"20";"Calm, no wind";"0";"";"";"";"No clouds";"16.0";"2.0";
"24.05.2018 11:51";"26.0";"763.2";"766.1";"23";"Calm, no wind";"0";"";"";"";"No clouds";"16.0";"3.0";
"24.05.2018 10:51";"24.0";"763.2";"766.1";"25";"Calm, no wind";"0";"";"";"";"No clouds";"16.0";"3.0";
"24.05.2018 09:51";"22.0";"763.2";"766.1";"38";"";"";"";"";"";"No clouds";"16.0";"7.0";
"24.05.2018 08:51";"21.0";"763.4";"766.3";"53";"Wind blowing from the north-northwest";"2";"";"";"";"No clouds";"16.0";"11.0";
"24.05.2018 07:51";"19.0";"762.9";"765.8";"64";"variable wind direction";"3";"";"";"";"No clouds";"16.0";"12.0";
"24.05.2018 06:51";"18.0";"762.3";"765.3";"68";"Wind blowing from the west-northwest";"4";"";"";"";"No clouds";"16.0";"12.0";
"24.05.2018 05:51";"18.0";"761.5";"764.5";"64";"Wind blowing from the west-northwest";"3";"";"";"";"No clouds";"16.0";"11.0";
"24.05.2018 04:51";"18.0";"760.8";"763.8";"64";"Calm, no wind";"0";"";"";"";"No clouds";"16.0";"11.0";
"24.05.2018 03:51";"19.0";"760.6";"763.5";"60";"variable wind direction";"2";"";"";"";"No clouds";"16.0";"11.0";
"24.05.2018 02:51";"19.0";"760.6";"763.5";"56";"Calm, no wind";"0";"";"";"";"No clouds";"16.0";"10.0";
"24.05.2018 01:51";"20.0";"760.4";"763.3";"53";"Wind blowing from the west-northwest";"2";"";"";"";"No clouds";"16.0";"10.0";
"24.05.2018 00:51";"21.0";"760.4";"763.3";"50";"Wind blowing from the west-northwest";"2";"";"";"";"No clouds";"16.0";"10.0";
"23.05.2018 23:51";"22.0";"760.1";"763.0";"47";"Calm, no wind";"0";"";"";"";"No clouds";"16.0";"10.0";
"23.05.2018 22:51";"23.0";"759.9";"762.8";"44";"Wind blowing from the west-northwest";"2";"";"";"";"No clouds";"16.0";"10.0";
"23.05.2018 21:51";"24.0";"759.6";"762.5";"39";"Wind blowing from the west-northwest";"2";"";"";"";"No clouds";"16.0";"9.0";
"23.05.2018 20:51";"25.0";"759.1";"762.0";"36";"Wind blowing from the west-northwest";"2";"";"";"";"No clouds";"16.0";"9.0";
"23.05.2018 19:51";"26.0";"758.6";"761.5";"34";"variable wind direction";"2";"";"";"";"No clouds";"16.0";"9.0";
"23.05.2018 18:51";"26.0";"758.1";"761.0";"39";"Wind blowing from the west-northwest";"2";"";"";"";"No clouds";"16.0";"11.0";
"23.05.2018 17:51";"27.0";"758.1";"761.0";"37";"variable wind direction";"2";"";"";"";"Few clouds (10-30%) 2100 m";"16.0";"11.0";
"23.05.2018 16:51";"27.0";"757.8";"760.7";"37";"";"";"";"";"";"No clouds";"16.0";"11.0";
"23.05.2018 15:51";"26.0";"758.1";"761.0";"45";"Calm, no wind";"0";"";"";"";"Few clouds (10-30%) 1800 m";"16.0";"13.0";
"23.05.2018 14:51";"26.0";"758.3";"761.2";"48";"variable wind direction";"2";"";"";"";"No clouds";"16.0";"14.0";
"23.05.2018 13:51";"23.0";"758.3";"761.2";"57";"Calm, no wind";"0";"";"";"";"Few clouds (10-30%) 1080 m";"16.0";"14.0";
"23.05.2018 12:51";"22.0";"758.6";"761.5";"73";"";"";"";"";"";"Few clouds (10-30%) 990 m, overcast (100%) 1410 m";"16.0";"17.0";
"23.05.2018 11:51";"22.0";"758.3";"761.2";"73";"Wind blowing from the north-east";"3";"";"";"";"Few clouds (10-30%) 630 m, broken clouds (60-90%) 960 m, overcast (100%) 1260 m";"16.0";"17.0";
"23.05.2018 10:51";"21.0";"758.3";"761.2";"73";"Calm, no wind";"0";"";"";"";"Few clouds (10-30%) 930 m, overcast (100%) 1650 m";"16.0";"16.0";
"23.05.2018 09:51";"19.0";"757.8";"760.7";"88";"variable wind direction";"2";"";"";"";"Scattered clouds (40-50%) 1470 m, overcast (100%) 1650 m";"14.4";"17.0";
"23.05.2018 08:51";"18.0";"758.1";"761.0";"88";"Calm, no wind";"0";"";"Mist";"";"Broken clouds (60-90%) 1500 m, broken clouds (60-90%) 2100 m";"8.0";"16.0";
"23.05.2018 07:51";"17.0";"757.6";"760.5";"94";"Calm, no wind";"0";"";"Mist";"";"Few clouds (10-30%) 210 m, scattered clouds (40-50%) 1800 m, broken clouds (60-90%) 2400 m";"4.8";"16.0";
"23.05.2018 07:42";"16.0";"757.5";"760.5";"100";"Calm, no wind";"0";"";"Mist";"";"Few clouds (10-30%) 210 m, scattered clouds (40-50%) 1950 m, broken clouds (60-90%) 2400 m";"4.8";"16.0";
"23.05.2018 07:32";"16.0";"757.5";"760.5";"100";"variable wind direction";"2";"";"Mist";"";"Few clouds (10-30%) 210 m, broken clouds (60-90%) 1950 m, broken clouds (60-90%) 2400 m";"4.0";"16.0";
"23.05.2018 07:05";"16.0";"757.2";"760.2";"100";"Calm, no wind";"0";"";"Mist";"";"Scattered clouds (40-50%) 1950 m, broken clouds (60-90%) 3000 m";"3.2";"16.0";
"23.05.2018 06:51";"16.0";"757.2";"760.2";"94";"Wind blowing from the west-northwest";"2";"";"Mist";"";"Scattered clouds (40-50%) 3000 m";"4.8";"15.0";
"23.05.2018 06:49";"16.0";"757.2";"760.2";"94";"Wind blowing from the west";"3";"";"Mist";"";"Scattered clouds (40-50%) 3000 m";"4.8";"15.0";
"23.05.2018 06:34";"16.0";"757.2";"760.2";"94";"Calm, no wind";"0";"";"Mist";"";"Scattered clouds (40-50%) 3000 m";"2.0";"15.0";
"23.05.2018 06:12";"16.0";"757.0";"760.0";"94";"Calm, no wind";"0";"";"Mist";"";"No clouds";"3.2";"15.0";
"23.05.2018 06:06";"16.0";"757.0";"760.0";"88";"Calm, no wind";"0";"";"Mist";"";"Vertical visibility 150 m";"1.6";"14.0";
"23.05.2018 06:03";"15.0";"757.0";"760.0";"94";"Wind blowing from the west-southwest";"2";"";"Mist";"";"Few clouds (10-30%) 150 m, few clouds (10-30%) 270 m";"1.2";"14.0";
"23.05.2018 05:51";"15.0";"757.0";"760.0";"94";"Wind blowing from the west-southwest";"2";"";"Mist";"";"Scattered clouds (40-50%) 150 m, scattered clouds (40-50%) 270 m";"2.4";"14.0";
"23.05.2018 05:42";"15.0";"757.0";"760.0";"94";"Calm, no wind";"0";"";"Mist";"";"Broken clouds (60-90%) 150 m, overcast (100%) 270 m";"1.2";"14.0";
"23.05.2018 05:35";"15.0";"757.2";"760.2";"94";"Calm, no wind";"0";"";"Mist";"";"Overcast (100%) 150 m";"3.2";"14.0";
"23.05.2018 05:19";"15.0";"757.2";"760.2";"94";"Calm, no wind";"0";"";"Mist";"";"Overcast (100%) 150 m";"2.4";"14.0";
"23.05.2018 04:51";"15.0";"757.2";"760.2";"94";"Calm, no wind";"0";"";"Mist";"";"Overcast (100%) 210 m";"4.0";"14.0";
"23.05.2018 04:30";"16.0";"757.5";"760.5";"94";"Calm, no wind";"0";"";"Rain, mist";"";"Broken clouds (60-90%) 240 m, broken clouds (60-90%) 1050 m, overcast (100%) 3000 m";"2.8";"15.0";
"23.05.2018 04:22";"16.0";"757.2";"760.2";"94";"Wind blowing from the west-southwest";"3";"";"Rain, mist";"";"Scattered clouds (40-50%) 270 m, broken clouds (60-90%) 1260 m, overcast (100%) 3000 m";"4.0";"15.0";
"23.05.2018 03:51";"15.0";"756.7";"759.7";"94";"Calm, no wind";"0";"";"Rain, mist";"";"Few clouds (10-30%) 180 m, broken clouds (60-90%) 1200 m, overcast (100%) 2700 m";"1.6";"14.0";
"23.05.2018 03:35";"15.0";"757.0";"760.0";"94";"Calm, no wind";"0";"";"Rain, mist";"";"Scattered clouds (40-50%) 180 m, overcast (100%) 1050 m";"1.6";"14.0";
"23.05.2018 03:18";"15.0";"757.5";"760.5";"94";"Calm, no wind";"0";"";"Heavy rain, mist";"";"Broken clouds (60-90%) 180 m, overcast (100%) 840 m";"1.6";"14.0";
"23.05.2018 03:10";"15.0";"757.5";"760.5";"94";"Calm, no wind";"0";"";"Heavy rain, mist";"";"Scattered clouds (40-50%) 210 m, broken clouds (60-90%) 360 m, overcast (100%) 930 m";"1.6";"14.0";
"23.05.2018 02:51";"15.0";"757.5";"760.5";"94";"Wind blowing from the west";"2";"";"Rain, mist";"";"Broken clouds (60-90%) 210 m, overcast (100%) 540 m";"2.8";"14.0";
"23.05.2018 02:48";"15.0";"757.5";"760.5";"94";"Calm, no wind";"0";"";"Rain, mist";"";"Overcast (100%) 210 m";"2.8";"14.0";
"23.05.2018 02:32";"15.0";"758.0";"761.0";"94";"Calm, no wind";"0";"";"Light rain, mist";"";"Overcast (100%) 210 m";"4.0";"14.0";
"23.05.2018 02:24";"15.0";"758.0";"761.0";"94";"Calm, no wind";"0";"";"Mist";"";"Overcast (100%) 270 m";"4.8";"14.0";
"23.05.2018 02:09";"15.0";"758.0";"761.0";"94";"Wind blowing from the west-northwest";"2";"";"Mist";"";"Overcast (100%) 330 m";"4.8";"14.0";
"23.05.2018 01:51";"15.0";"758.0";"761.0";"94";"Calm, no wind";"0";"";"Mist";"";"Overcast (100%) 420 m";"4.0";"14.0";
"23.05.2018 01:35";"16.0";"758.0";"761.0";"88";"Calm, no wind";"0";"";"Mist";"";"Overcast (100%) 360 m";"4.8";"14.0";
"23.05.2018 00:59";"16.0";"758.0";"761.0";"88";"Calm, no wind";"0";"";"Mist";"";"Few clouds (10-30%) 240 m, overcast (100%) 390 m";"4.0";"14.0";
"23.05.2018 00:51";"15.0";"758.2";"761.2";"94";"Calm, no wind";"0";"";"Mist";"";"Scattered clouds (40-50%) 240 m, overcast (100%) 450 m";"4.8";"14.0";
"23.05.2018 00:23";"15.0";"758.5";"761.5";"94";"Calm, no wind";"0";"";"Mist";"";"Overcast (100%) 240 m";"4.8";"14.0";
"22.05.2018 23:51";"15.0";"758.7";"761.7";"94";"Calm, no wind";"0";"";"Mist";"";"Overcast (100%) 240 m";"4.0";"14.0";
"22.05.2018 23:43";"15.0";"758.7";"761.7";"94";"Calm, no wind";"0";"";"Mist";"";"Overcast (100%) 240 m";"3.2";"14.0";
"22.05.2018 23:33";"15.0";"758.7";"761.7";"94";"Calm, no wind";"0";"";"Mist";"";"Overcast (100%) 240 m";"2.4";"14.0";
"22.05.2018 22:51";"15.0";"759.3";"762.3";"94";"Calm, no wind";"0";"";"Mist";"";"Overcast (100%) 240 m";"3.2";"14.0";
"22.05.2018 22:29";"14.0";"759.5";"762.5";"100";"Calm, no wind";"0";"";"Mist";"";"Overcast (100%) 240 m";"4.0";"14.0";
"22.05.2018 22:17";"14.0";"759.5";"762.5";"100";"Calm, no wind";"0";"";"Mist";"";"Overcast (100%) 210 m";"2.8";"14.0";
"22.05.2018 21:51";"14.0";"759.8";"762.8";"100";"Calm, no wind";"0";"";"Mist";"";"Overcast (100%) 180 m";"4.0";"14.0";
"22.05.2018 20:51";"14.0";"759.8";"762.8";"94";"Calm, no wind";"0";"";"Mist";"";"Overcast (100%) 210 m";"6.4";"13.0";
"22.05.2018 19:51";"14.0";"760.0";"763.0";"94";"Calm, no wind";"0";"";"Mist";"";"Overcast (100%) 240 m";"6.4";"13.0";
"22.05.2018 19:28";"14.0";"760.0";"763.0";"94";"Calm, no wind";"0";"";"Mist";"";"Overcast (100%) 240 m";"6.4";"13.0";
"22.05.2018 18:51";"14.0";"760.3";"763.3";"94";"Calm, no wind";"0";"";"Mist";"";"Overcast (100%) 390 m";"8.0";"13.0";
"22.05.2018 17:51";"14.0";"760.8";"763.8";"94";"Calm, no wind";"0";"";"Mist";"";"Overcast (100%) 390 m";"9.6";"13.0";
"22.05.2018 17:12";"14.0";"760.8";"763.8";"94";"Calm, no wind";"0";"";"Light rain, mist";"";"Overcast (100%) 420 m";"8.0";"13.0";
"22.05.2018 16:51";"13.0";"761.0";"764.0";"100";"Calm, no wind";"0";"";"Light rain, mist";"";"Broken clouds (60-90%) 510 m, overcast (100%) 1230 m";"8.0";"13.0";
"22.05.2018 16:49";"13.0";"761.0";"764.0";"100";"Calm, no wind";"0";"";"Light rain, mist";"";"Broken clouds (60-90%) 510 m, overcast (100%) 1230 m";"8.0";"13.0";
"22.05.2018 16:36";"14.0";"761.3";"764.3";"94";"Calm, no wind";"0";"";"Heavy rain, mist";"";"Scattered clouds (40-50%) 510 m, broken clouds (60-90%) 690 m, overcast (100%) 1500 m";"3.2";"13.0";
"22.05.2018 16:16";"13.0";"761.0";"764.0";"94";"Calm, no wind";"0";"";"Light rain, mist";"";"Scattered clouds (40-50%) 660 m, broken clouds (60-90%) 1500 m, overcast (100%) 2100 m";"4.8";"12.0";
"22.05.2018 16:08";"13.0";"761.0";"764.0";"100";"Calm, no wind";"0";"";"Heavy rain, mist";"";"Few clouds (10-30%) 1020 m, broken clouds (60-90%) 1500 m, overcast (100%) 2100 m";"2.8";"13.0";
"22.05.2018 15:51";"14.0";"761.5";"764.5";"94";"Calm, no wind";"0";"";"Rain, mist";"";"Broken clouds (60-90%) 1650 m, overcast (100%) 2250 m";"6.4";"13.0";
"22.05.2018 15:45";"14.0";"761.5";"764.5";"94";"Calm, no wind";"0";"";"Rain, mist";"";"Broken clouds (60-90%) 1650 m, overcast (100%) 2250 m";"4.8";"13.0";
"22.05.2018 15:07";"15.0";"762.3";"765.3";"88";"Wind blowing from the south";"3";"";"Rain, mist";"";"Few clouds (10-30%) 1260 m, broken clouds (60-90%) 1500 m, overcast (100%) 2100 m";"4.0";"13.0";
"22.05.2018 14:51";"16.0";"762.6";"765.6";"83";"Calm, no wind";"0";"";"Rain, mist";"";"Broken clouds (60-90%) 1650 m, overcast (100%) 2100 m";"6.4";"13.0";
"22.05.2018 13:51";"18.0";"762.3";"765.3";"64";"Calm, no wind";"0";"";"Light rain";"";"Overcast (100%) 1950 m";"16.0";"11.0";
"22.05.2018 12:51";"18.0";"762.8";"765.8";"64";"variable wind direction";"3";"";"";"";"Broken clouds (60-90%) 2100 m, overcast (100%) 2700 m";"16.0";"11.0";
"22.05.2018 11:51";"18.0";"763.1";"766.1";"60";"variable wind direction";"2";"";"";"";"Overcast (100%) 2100 m";"16.0";"10.0";
"22.05.2018 10:51";"18.0";"763.3";"766.3";"73";"variable wind direction";"2";"";"";"";"Overcast (100%) 2250 m";"16.0";"13.0";
"22.05.2018 09:51";"20.0";"763.7";"766.6";"60";"Calm, no wind";"0";"";"Light rain";"";"Overcast (100%) 2550 m";"16.0";"12.0";
"22.05.2018 08:51";"20.0";"763.9";"766.8";"60";"Calm, no wind";"0";"";"";"";"Broken clouds (60-90%) 2850 m, overcast (100%) 3300 m";"14.4";"12.0";
"22.05.2018 07:51";"20.0";"763.9";"766.8";"60";"Calm, no wind";"0";"";"";"";"Broken clouds (60-90%) 2400 m";"16.0";"12.0";
"22.05.2018 06:51";"18.0";"763.3";"766.3";"64";"Calm, no wind";"0";"";"";"";"No clouds";"16.0";"11.0";
"22.05.2018 05:51";"18.0";"763.3";"766.3";"64";"Calm, no wind";"0";"";"";"";"No clouds";"16.0";"11.0";
"22.05.2018 04:51";"18.0";"763.6";"766.6";"56";"Calm, no wind";"0";"";"";"";"No clouds";"16.0";"9.0";
"22.05.2018 03:51";"18.0";"763.6";"766.6";"52";"Calm, no wind";"0";"";"";"";"No clouds";"16.0";"8.0";
"22.05.2018 02:51";"18.0";"763.8";"766.8";"52";"variable wind direction";"2";"";"";"";"No clouds";"16.0";"8.0";
"22.05.2018 01:51";"17.0";"763.6";"766.6";"56";"Wind blowing from the west";"2";"";"";"";"No clouds";"16.0";"8.0";
"22.05.2018 00:51";"18.0";"763.8";"766.8";"52";"Calm, no wind";"0";"";"";"";"No clouds";"16.0";"8.0";
"21.05.2018 23:51";"18.0";"763.6";"766.6";"52";"Calm, no wind";"0";"";"";"";"No clouds";"16.0";"8.0";
"21.05.2018 22:51";"18.0";"763.6";"766.6";"56";"Wind blowing from the west-southwest";"4";"";"";"";"No clouds";"16.0";"9.0";
"21.05.2018 21:51";"18.0";"763.6";"766.6";"56";"Calm, no wind";"0";"";"";"";"No clouds";"16.0";"9.0";
"21.05.2018 20:51";"19.0";"763.3";"766.3";"49";"Calm, no wind";"0";"";"";"";"No clouds";"16.0";"8.0";
"21.05.2018 19:51";"20.0";"763.7";"766.6";"46";"variable wind direction";"2";"";"";"";"No clouds";"16.0";"8.0";
"21.05.2018 18:51";"21.0";"763.2";"766.1";"46";"variable wind direction";"2";"";"";"";"No clouds";"16.0";"9.0";
"21.05.2018 17:51";"23.0";"763.2";"766.1";"38";"variable wind direction";"3";"";"";"";"No clouds";"16.0";"8.0";
"21.05.2018 16:51";"23.0";"763.2";"766.1";"38";"Calm, no wind";"0";"";"";"";"No clouds";"16.0";"8.0";
"21.05.2018 15:51";"23.0";"763.2";"766.1";"41";"variable wind direction";"3";"";"";"";"No clouds";"16.0";"9.0";
"21.05.2018 14:51";"26.0";"763.7";"766.6";"32";"Calm, no wind";"0";"";"";"";"No clouds";"16.0";"8.0";
"21.05.2018 13:51";"25.0";"764.2";"767.1";"30";"Calm, no wind";"0";"";"";"";"No clouds";"16.0";"6.0";
"21.05.2018 12:51";"23.0";"764.7";"767.6";"33";"Calm, no wind";"0";"";"";"";"No clouds";"16.0";"6.0";
"21.05.2018 11:51";"23.0";"764.9";"767.8";"36";"variable wind direction";"2";"";"";"";"No clouds";"16.0";"7.0";
"21.05.2018 10:51";"21.0";"764.9";"767.8";"40";"variable wind direction";"3";"";"";"";"No clouds";"16.0";"7.0";
"21.05.2018 09:51";"19.0";"764.8";"767.8";"49";"variable wind direction";"3";"";"";"";"No clouds";"14.4";"8.0";
"21.05.2018 08:51";"18.0";"764.6";"767.6";"64";"Calm, no wind";"0";"";"";"";"No clouds";"16.0";"11.0";
"21.05.2018 07:51";"17.0";"764.6";"767.6";"73";"Wind blowing from the north-northeast";"2";"";"";"";"No clouds";"16.0";"12.0";
"21.05.2018 06:51";"16.0";"764.1";"767.1";"77";"Calm, no wind";"0";"";"";"";"No clouds";"16.0";"12.0";
"21.05.2018 05:51";"14.0";"763.3";"766.3";"88";"Calm, no wind";"0";"";"";"";"No clouds";"16.0";"12.0";
"21.05.2018 04:51";"16.0";"762.8";"765.8";"77";"Wind blowing from the north-northwest";"2";"";"";"";"No clouds";"16.0";"12.0";
"21.05.2018 03:51";"17.0";"762.6";"765.6";"73";"Calm, no wind";"0";"";"";"";"No clouds";"16.0";"12.0";
"21.05.2018 02:51";"17.0";"762.0";"765.0";"73";"variable wind direction";"2";"";"";"";"No clouds";"16.0";"12.0";
"21.05.2018 01:51";"18.0";"761.8";"764.8";"68";"Calm, no wind";"0";"";"";"";"No clouds";"16.0";"12.0";
"21.05.2018 00:51";"19.0";"761.6";"764.5";"60";"Calm, no wind";"0";"";"";"";"No clouds";"16.0";"11.0";
"20.05.2018 23:51";"19.0";"761.1";"764.0";"64";"Calm, no wind";"0";"";"";"";"No clouds";"16.0";"12.0";
"20.05.2018 22:51";"20.0";"761.4";"764.3";"60";"variable wind direction";"2";"";"";"";"No clouds";"16.0";"12.0";
"20.05.2018 21:51";"21.0";"760.6";"763.5";"60";"Wind blowing from the north-west";"4";"9";"";"";"No clouds";"16.0";"13.0";
"20.05.2018 20:51";"22.0";"760.1";"763.0";"61";"variable wind direction";"2";"";"";"";"No clouds";"16.0";"14.0";
"20.05.2018 19:51";"23.0";"759.6";"762.5";"57";"variable wind direction";"2";"";"";"";"Broken clouds (60-90%) 1800 m";"16.0";"14.0";
